center,left,right,steering,speed,throttle,brake
F:\Study Material\IMG\center_2018_05_22_00_59_27_439.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_27_439.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_27_439.jpg,0.0,0.5056617,0.0,6.243915
F:\Study Material\IMG\center_2018_05_22_00_59_27_567.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_27_567.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_27_567.jpg,0.0,0.8962893,0.0,3.282463
F:\Study Material\IMG\center_2018_05_22_00_59_27_727.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_27_727.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_27_727.jpg,0.0,1.0,0.0,1.106195
F:\Study Material\IMG\center_2018_05_22_00_59_27_853.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_27_853.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_27_853.jpg,0.0,1.0,0.0,0.18922809999999998
F:\Study Material\IMG\center_2018_05_22_00_59_28_004.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_004.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_004.jpg,0.0,1.0,0.0,0.12999660000000002
F:\Study Material\IMG\center_2018_05_22_00_59_28_107.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_107.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_107.jpg,0.0,0.6886566999999999,0.0,0.09216428
F:\Study Material\IMG\center_2018_05_22_00_59_28_251.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_251.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_251.jpg,0.4284832,0.2601734,0.0,0.04825578
F:\Study Material\IMG\center_2018_05_22_00_59_28_376.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_376.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_376.jpg,0.04132162,0.0,0.0,0.04238276
F:\Study Material\IMG\center_2018_05_22_00_59_28_525.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_525.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_525.jpg,0.0,0.0,0.0,0.006220375
F:\Study Material\IMG\center_2018_05_22_00_59_28_631.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_631.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_631.jpg,0.0,0.0,0.0,0.005391612
F:\Study Material\IMG\center_2018_05_22_00_59_28_812.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_812.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_812.jpg,-0.5320590999999999,0.0,0.5320590999999999,0.30045040000000006
F:\Study Material\IMG\center_2018_05_22_00_59_28_912.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_28_912.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_28_912.jpg,-0.8325359,0.0,0.8325359,0.5500198000000001
F:\Study Material\IMG\center_2018_05_22_00_59_29_043.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_043.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_043.jpg,-1.0,0.0,1.0,0.9169193999999999
F:\Study Material\IMG\center_2018_05_22_00_59_29_151.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_151.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_151.jpg,-1.0,0.0,1.0,1.272736
F:\Study Material\IMG\center_2018_05_22_00_59_29_300.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_300.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_300.jpg,-1.0,0.0,1.0,1.731745
F:\Study Material\IMG\center_2018_05_22_00_59_29_402.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_402.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_402.jpg,-1.0,0.0,1.0,2.025041
F:\Study Material\IMG\center_2018_05_22_00_59_29_616.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_616.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_616.jpg,-0.3670225,0.0,0.3670225,2.246359
F:\Study Material\IMG\center_2018_05_22_00_59_29_732.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_732.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_732.jpg,-0.009137839,0.0,0.009137839,2.229593
F:\Study Material\IMG\center_2018_05_22_00_59_29_891.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_891.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_891.jpg,0.0,0.0,0.0,2.139373
F:\Study Material\IMG\center_2018_05_22_00_59_29_997.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_29_997.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_29_997.jpg,0.0,0.0,0.0,2.0927130000000003
F:\Study Material\IMG\center_2018_05_22_00_59_30_210.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_210.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_210.jpg,0.0,0.0,0.0,1.9917919999999998
F:\Study Material\IMG\center_2018_05_22_00_59_30_323.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_323.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_323.jpg,0.0,0.0,0.0,1.937734
F:\Study Material\IMG\center_2018_05_22_00_59_30_493.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_493.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_493.jpg,0.0,0.0,0.0,1.866724
F:\Study Material\IMG\center_2018_05_22_00_59_30_614.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_614.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_614.jpg,-0.11779860000000002,0.0,0.36713270000000003,1.9411080000000003
F:\Study Material\IMG\center_2018_05_22_00_59_30_783.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_783.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_783.jpg,-0.6087140999999999,0.0,0.8580482,2.283922
F:\Study Material\IMG\center_2018_05_22_00_59_30_879.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_879.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_879.jpg,-0.8936159,0.0,1.0,2.55537
F:\Study Material\IMG\center_2018_05_22_00_59_30_988.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_30_988.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_30_988.jpg,-1.0,0.0,1.0,2.9205970000000003
F:\Study Material\IMG\center_2018_05_22_00_59_31_107.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_107.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_107.jpg,-1.0,0.0,1.0,3.250419
F:\Study Material\IMG\center_2018_05_22_00_59_31_281.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_281.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_281.jpg,-0.4816938,0.0,0.4816938,3.4486730000000003
F:\Study Material\IMG\center_2018_05_22_00_59_31_397.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_397.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_397.jpg,-0.1289579,0.0,0.1289579,3.5006410000000003
F:\Study Material\IMG\center_2018_05_22_00_59_31_547.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_547.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_547.jpg,0.0,0.0,0.0,3.41321
F:\Study Material\IMG\center_2018_05_22_00_59_31_645.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_645.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_645.jpg,0.0,0.3003616,0.0,3.037832
F:\Study Material\IMG\center_2018_05_22_00_59_31_786.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_786.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_786.jpg,0.0,0.7124841,0.0,1.796499
F:\Study Material\IMG\center_2018_05_22_00_59_31_900.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_31_900.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_31_900.jpg,0.0,1.0,0.0,0.7057933000000001
F:\Study Material\IMG\center_2018_05_22_00_59_32_080.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_080.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_080.jpg,0.0,1.0,0.0,1.213557
F:\Study Material\IMG\center_2018_05_22_00_59_32_199.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_199.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_199.jpg,0.0,1.0,0.0,2.369314
F:\Study Material\IMG\center_2018_05_22_00_59_32_296.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_296.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_296.jpg,0.0,1.0,0.0,3.352731
F:\Study Material\IMG\center_2018_05_22_00_59_32_405.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_405.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_405.jpg,0.0,1.0,0.0,4.693575
F:\Study Material\IMG\center_2018_05_22_00_59_32_540.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_540.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_540.jpg,0.0,1.0,0.0,6.104149
F:\Study Material\IMG\center_2018_05_22_00_59_32_666.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_666.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_666.jpg,0.0,1.0,0.0,7.732205
F:\Study Material\IMG\center_2018_05_22_00_59_32_893.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_893.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_893.jpg,0.0,0.3220662,0.0,8.513447
F:\Study Material\IMG\center_2018_05_22_00_59_32_995.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_32_995.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_32_995.jpg,0.0,0.03987268,0.0,8.52106
F:\Study Material\IMG\center_2018_05_22_00_59_33_124.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_124.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_124.jpg,0.0,0.0,0.0,8.439122
F:\Study Material\IMG\center_2018_05_22_00_59_33_232.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_232.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_232.jpg,0.0,0.0,0.0,8.379128999999999
F:\Study Material\IMG\center_2018_05_22_00_59_33_355.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_355.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_355.jpg,0.0,0.3650403,0.0,8.813005
F:\Study Material\IMG\center_2018_05_22_00_59_33_483.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_483.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_483.jpg,0.0,0.7504214,0.0,9.766055
F:\Study Material\IMG\center_2018_05_22_00_59_33_650.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_650.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_650.jpg,0.0,0.2523222,0.0,10.18337
F:\Study Material\IMG\center_2018_05_22_00_59_33_754.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_754.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_754.jpg,0.0,0.0,0.0,10.1626
F:\Study Material\IMG\center_2018_05_22_00_59_33_875.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_33_875.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_33_875.jpg,0.0,0.0,0.0,10.0779
F:\Study Material\IMG\center_2018_05_22_00_59_34_001.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_001.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_001.jpg,0.0,0.37800059999999996,0.0,10.31853
F:\Study Material\IMG\center_2018_05_22_00_59_34_164.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_164.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_164.jpg,0.0,0.8644245999999999,0.0,11.67676
F:\Study Material\IMG\center_2018_05_22_00_59_34_265.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_265.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_265.jpg,0.0,0.5626346,0.0,12.9267
F:\Study Material\IMG\center_2018_05_22_00_59_34_387.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_387.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_387.jpg,0.0,0.2016508,0.0,11.09352
F:\Study Material\IMG\center_2018_05_22_00_59_34_512.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_512.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_512.jpg,0.0,0.0,0.0,10.42159
F:\Study Material\IMG\center_2018_05_22_00_59_34_700.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_700.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_700.jpg,0.0,0.0,0.0,10.299000000000001
F:\Study Material\IMG\center_2018_05_22_00_59_34_798.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_798.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_798.jpg,0.0,0.0,0.0,10.23387
F:\Study Material\IMG\center_2018_05_22_00_59_34_963.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_34_963.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_34_963.jpg,-0.48891009999999996,0.0,0.0,7.932117999999999
F:\Study Material\IMG\center_2018_05_22_00_59_35_091.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_091.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_091.jpg,-0.6833731,0.0,0.0,5.866123
F:\Study Material\IMG\center_2018_05_22_00_59_35_217.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_217.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_217.jpg,-0.3051395,0.0,0.0,4.436843
F:\Study Material\IMG\center_2018_05_22_00_59_35_345.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_345.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_345.jpg,0.0,0.0,0.0,4.163747
F:\Study Material\IMG\center_2018_05_22_00_59_35_494.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_494.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_494.jpg,0.0,0.0,0.0,4.122812000000001
F:\Study Material\IMG\center_2018_05_22_00_59_35_593.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_593.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_593.jpg,0.0,0.0,0.0,4.100389
F:\Study Material\IMG\center_2018_05_22_00_59_35_742.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_742.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_742.jpg,0.0,0.44587619999999994,0.0,4.806253
F:\Study Material\IMG\center_2018_05_22_00_59_35_868.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_35_868.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_35_868.jpg,0.0,0.8262129,0.0,5.9410419999999995
F:\Study Material\IMG\center_2018_05_22_00_59_36_003.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_003.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_003.jpg,0.0,1.0,0.0,7.330037
F:\Study Material\IMG\center_2018_05_22_00_59_36_130.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_130.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_130.jpg,0.0,1.0,0.0,8.944142999999999
F:\Study Material\IMG\center_2018_05_22_00_59_36_288.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_288.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_288.jpg,0.0,1.0,0.0,10.78915
F:\Study Material\IMG\center_2018_05_22_00_59_36_411.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_411.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_411.jpg,0.0,1.0,0.0,11.86792
F:\Study Material\IMG\center_2018_05_22_00_59_36_549.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_549.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_549.jpg,0.0,1.0,0.0,13.677829999999998
F:\Study Material\IMG\center_2018_05_22_00_59_36_648.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_648.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_648.jpg,0.0,0.692116,0.0,14.491979999999998
F:\Study Material\IMG\center_2018_05_22_00_59_36_776.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_776.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_776.jpg,-0.3762563,0.31585979999999997,0.0,14.506260000000001
F:\Study Material\IMG\center_2018_05_22_00_59_36_897.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_36_897.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_36_897.jpg,-0.7451466999999999,0.0,0.0,14.38591
F:\Study Material\IMG\center_2018_05_22_00_59_37_017.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_017.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_017.jpg,-0.3907213,0.0,0.0,14.30161
F:\Study Material\IMG\center_2018_05_22_00_59_37_166.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_166.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_166.jpg,0.0,0.0,0.0,14.397070000000001
F:\Study Material\IMG\center_2018_05_22_00_59_37_303.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_303.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_303.jpg,0.0,0.0,0.0,13.989479999999999
F:\Study Material\IMG\center_2018_05_22_00_59_37_429.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_429.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_429.jpg,0.0,0.0,0.0,14.108020000000002
F:\Study Material\IMG\center_2018_05_22_00_59_37_550.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_550.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_550.jpg,-0.3585125,0.0,0.0,13.93397
F:\Study Material\IMG\center_2018_05_22_00_59_37_681.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_681.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_681.jpg,-0.7549169,0.0,0.0,13.689779999999999
F:\Study Material\IMG\center_2018_05_22_00_59_37_808.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_808.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_808.jpg,-1.0,0.0,0.0,12.97119
F:\Study Material\IMG\center_2018_05_22_00_59_37_935.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_37_935.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_37_935.jpg,-0.6130043000000001,0.0,0.0,12.89349
F:\Study Material\IMG\center_2018_05_22_00_59_38_083.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_083.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_083.jpg,-0.17361970000000002,0.43938459999999996,0.0,13.74094
F:\Study Material\IMG\center_2018_05_22_00_59_38_211.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_211.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_211.jpg,0.0,0.8347448000000001,0.0,14.58049
F:\Study Material\IMG\center_2018_05_22_00_59_38_340.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_340.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_340.jpg,-0.37583720000000004,0.45890749999999997,0.0,14.955670000000001
F:\Study Material\IMG\center_2018_05_22_00_59_38_469.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_469.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_469.jpg,-0.7682507,0.06649402,0.0,15.190389999999999
F:\Study Material\IMG\center_2018_05_22_00_59_38_608.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_608.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_608.jpg,-0.3584991,0.0,0.0,14.82865
F:\Study Material\IMG\center_2018_05_22_00_59_38_712.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_712.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_712.jpg,-0.03523564,0.0,0.0,14.959979999999998
F:\Study Material\IMG\center_2018_05_22_00_59_38_857.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_857.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_857.jpg,0.0,0.42758359999999995,0.0,15.280470000000001
F:\Study Material\IMG\center_2018_05_22_00_59_38_955.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_38_955.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_38_955.jpg,0.0,0.7305371,0.0,16.07771
F:\Study Material\IMG\center_2018_05_22_00_59_39_078.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_078.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_078.jpg,0.0,1.0,0.0,17.38658
F:\Study Material\IMG\center_2018_05_22_00_59_39_182.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_182.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_182.jpg,0.0,1.0,0.0,18.41176
F:\Study Material\IMG\center_2018_05_22_00_59_39_318.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_318.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_318.jpg,0.0,1.0,0.0,19.94396
F:\Study Material\IMG\center_2018_05_22_00_59_39_443.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_443.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_443.jpg,0.0,0.8228321,0.0,21.320120000000003
F:\Study Material\IMG\center_2018_05_22_00_59_39_580.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_580.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_580.jpg,-0.4080487,0.41478339999999997,0.0,21.53923
F:\Study Material\IMG\center_2018_05_22_00_59_39_687.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_687.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_687.jpg,-0.7312639,0.09156813,0.0,21.37311
F:\Study Material\IMG\center_2018_05_22_00_59_39_841.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_841.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_841.jpg,-0.27275809999999995,0.0,0.0,21.27373
F:\Study Material\IMG\center_2018_05_22_00_59_39_953.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_39_953.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_39_953.jpg,0.0,0.0,0.0,21.04264
F:\Study Material\IMG\center_2018_05_22_00_59_40_079.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_079.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_079.jpg,-0.3738237,0.0,0.0,20.78182
F:\Study Material\IMG\center_2018_05_22_00_59_40_180.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_180.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_180.jpg,-0.6812364000000001,0.0,0.0,20.18925
F:\Study Material\IMG\center_2018_05_22_00_59_40_327.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_327.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_327.jpg,-1.0,0.0,0.0,19.38171
F:\Study Material\IMG\center_2018_05_22_00_59_40_429.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_429.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_429.jpg,-1.0,0.0,0.0,19.37284
F:\Study Material\IMG\center_2018_05_22_00_59_40_555.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_555.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_555.jpg,-0.6234371999999999,0.0,0.0,19.2522
F:\Study Material\IMG\center_2018_05_22_00_59_40_658.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_658.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_658.jpg,-0.3139547,0.0,0.0,18.74519
F:\Study Material\IMG\center_2018_05_22_00_59_40_805.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_805.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_805.jpg,0.0,0.0,0.0,18.37086
F:\Study Material\IMG\center_2018_05_22_00_59_40_917.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_40_917.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_40_917.jpg,0.0,0.0,0.0,18.63723
F:\Study Material\IMG\center_2018_05_22_00_59_41_104.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_104.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_104.jpg,0.0,0.0,0.0,18.34338
F:\Study Material\IMG\center_2018_05_22_00_59_41_216.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_216.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_216.jpg,0.0,0.0,0.0,17.65974
F:\Study Material\IMG\center_2018_05_22_00_59_41_366.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_366.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_366.jpg,-0.4462805,0.0,0.0,17.2005
F:\Study Material\IMG\center_2018_05_22_00_59_41_471.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_471.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_471.jpg,-0.7653992,0.0,0.0,17.33866
F:\Study Material\IMG\center_2018_05_22_00_59_41_600.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_600.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_600.jpg,-1.0,0.0,0.0,16.826320000000003
F:\Study Material\IMG\center_2018_05_22_00_59_41_720.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_720.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_720.jpg,-0.6488304,0.0,0.0,16.68594
F:\Study Material\IMG\center_2018_05_22_00_59_41_875.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_875.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_875.jpg,-0.1808422,0.0,0.0,16.415979999999998
F:\Study Material\IMG\center_2018_05_22_00_59_41_980.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_41_980.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_41_980.jpg,0.0,0.0,0.0,15.722529999999999
F:\Study Material\IMG\center_2018_05_22_00_59_42_086.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_086.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_086.jpg,0.0,0.0,0.0,15.5316
F:\Study Material\IMG\center_2018_05_22_00_59_42_225.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_225.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_225.jpg,0.0,0.4059603,0.0,15.87395
F:\Study Material\IMG\center_2018_05_22_00_59_42_343.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_343.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_343.jpg,0.0,0.7657191999999999,0.0,16.75534
F:\Study Material\IMG\center_2018_05_22_00_59_42_475.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_475.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_475.jpg,0.0,1.0,0.0,18.447429999999997
F:\Study Material\IMG\center_2018_05_22_00_59_42_582.jpg, F:\Study Material\IMG\left_2018_05_22_00_59_42_582.jpg, F:\Study Material\IMG\right_2018_05_22_00_59_42_582.jpg,0.0,1.0,0.0,19.33236
